Q951297,Harvey Friedman,American mathematician and logician,+1948-09-23T00:00:00Z,,https://en.wikipedia.org/wiki/Harvey_Friedman
Q788572,Max Eastman,American writer (1883-1969),+1883-01-04T00:00:00Z,+1969-03-25T00:00:00Z,https://en.wikipedia.org/wiki/Max_Eastman
Q183372,Alfred North Whitehead,English mathematician and philosopher (1861–1947),+1861-02-15T00:00:00Z,+1947-12-30T00:00:00Z,https://en.wikipedia.org/wiki/Alfred_North_Whitehead
Q156268,Pierre Bourdieu,"French sociologist, anthropologist, and philosopher (1930–2002)",+1930-08-01T00:00:00Z,+2002-01-23T00:00:00Z,https://en.wikipedia.org/wiki/Pierre_Bourdieu
Q50020,John Stuart Mill,British philosopher and political economist (1806–1873),+1806-05-20T00:00:00Z,+1873-05-08T00:00:00Z,https://en.wikipedia.org/wiki/John_Stuart_Mill
Q8018,Augustine of Hippo,"Catholic theologian, philosopher, and saint (354–430)",+0354-11-13T00:00:00Z,+0430-08-28T00:00:00Z,https://en.wikipedia.org/wiki/Augustine_of_Hippo
Q314394,Jyotirao Phule,Indian social reformer (1827-1890),+1827-04-11T00:00:00Z,+1890-11-28T00:00:00Z,https://en.wikipedia.org/wiki/Jyotirao_Phule
Q438839,Aleksandr Dugin,Russian political activist and philosopher (born 1962),+1962-01-07T00:00:00Z,,https://en.wikipedia.org/wiki/Aleksandr_Dugin
Q188569,William Godwin,"English journalist, political philosopher and novelist",+1756-03-03T00:00:00Z,+1836-04-07T00:00:00Z,https://en.wikipedia.org/wiki/William_Godwin
Q215258,Richard Rorty,American philosopher,+1931-10-04T00:00:00Z,+2007-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Richard_Rorty
Q44258,Basil of Caesarea,4th-century Christian bishop and saint,+0329-01-01T00:00:00Z,+0379-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Basil_of_Caesarea
Q127398,Moshe ben Maimon,Medieval Jewish philosopher from Spain (1135–1204),+1138-03-30T00:00:00Z,+1204-12-13T00:00:00Z,https://en.wikipedia.org/wiki/Maimonides
Q16192619,Selmer Bringsjord,American computer scientist,+1958-11-24T00:00:00Z,,https://en.wikipedia.org/wiki/Selmer_Bringsjord
Q15448970,Walter Jaeschke,philosopher and Hegel scholar,+1945-09-20T00:00:00Z,+2022-07-14T00:00:00Z,https://en.wikipedia.org/wiki/Walter_Jaeschke
Q130631,Jacques Derrida,Algerian-French philosopher,+1930-07-15T00:00:00Z,+2004-10-08T00:00:00Z,https://en.wikipedia.org/wiki/Jacques_Derrida
Q1514998,Gershom Carmichael,Scottish philosopher,+1672-01-01T00:00:00Z,+1729-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Gershom_Carmichael
Q163087,Michael Polanyi,Hungarian-British polymath,+1891-03-11T00:00:00Z,+1976-02-22T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Polanyi
Q311826,Muhammad Abduh,"Egyptian Islamic jurist, religious scholar and liberal reformer (1849-1905)",+1849-01-01T00:00:00Z,+1905-07-11T00:00:00Z,https://en.wikipedia.org/wiki/Muhammad_Abduh
Q41513,William Blake,English poet and artist (1757–1827),+1757-11-28T00:00:00Z,+1827-08-12T00:00:00Z,https://en.wikipedia.org/wiki/William_Blake
Q73527,Arcesilaus,3rd-century BC Greek Hellenistic philosopher,-0315-01-01T00:00:00Z,-0240-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Arcesilaus
Q9317,John Maynard Keynes,English economist (1883–1946),+1883-06-05T00:00:00Z,+1946-04-21T00:00:00Z,https://en.wikipedia.org/wiki/John_Maynard_Keynes
Q126462,Thomas Paine,"American Founding Father, philosopher, and political activist (1737–1809)",+1737-02-09T00:00:00Z,+1809-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Thomas_Paine
Q122972,Louis Agassiz,Swiss-American naturalist (1807–1873),+1807-05-28T00:00:00Z,+1873-12-14T00:00:00Z,https://en.wikipedia.org/wiki/Louis_Agassiz
Q184500,Johannes Scotus Eriugena,Irish Catholic philosopher and theologian (c. 800 – c. 877),+0810-00-00T00:00:00Z,+0877-01-01T00:00:00Z,https://en.wikipedia.org/wiki/John_Scotus_Eriugena
Q41155,Heraclitus,Greek philosopher (late 6th/early 5th-century BC),-0535-00-00T00:00:00Z,-0470-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Heraclitus
Q192207,Aurobindo Ghosh,"Indian philosopher, yogi, maharishi, poet and nationalist (1872–1950)",+1872-08-15T00:00:00Z,+1950-12-05T00:00:00Z,https://en.wikipedia.org/wiki/Sri_Aurobindo
Q4245051,Pobisk Kuznetsov,,+1924-05-18T00:00:00Z,+2000-12-04T00:00:00Z,https://en.wikipedia.org/wiki/Pobisk_Georgievich_Kuznetsov
Q298521,Saul Kripke,American philosopher and logician (1940–2022),+1940-11-13T00:00:00Z,+2022-09-15T00:00:00Z,https://en.wikipedia.org/wiki/Saul_Kripke
Q43216,Epicurus,ancient Greek philosopher,-0342-00-00T00:00:00Z,-0270-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Epicurus
Q235470,Martha Nussbaum,American philosopher,+1947-05-06T00:00:00Z,,https://en.wikipedia.org/wiki/Martha_Nussbaum
Q192315,Pierre Gassendi,"French philosopher, astronomer, mathematician, priest, and scientist  (*1592 – †1655)",+1592-01-22T00:00:00Z,+1655-10-24T00:00:00Z,https://en.wikipedia.org/wiki/Pierre_Gassendi
Q1366556,Mohammad-Taqi Mesbah-Yazdi,Iranian Shia scholar and philosopher (1935–2021),+1934-01-01T00:00:00Z,+2021-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Taqi_Yazdi
Q134189,Plotinus,Hellenistic Platonist philosopher and founder of Neoplatonism (c. 204/5–270),+0203-01-01T00:00:00Z,+0270-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Plotinus
Q131671,Xenophanes,Greek Pre-Socratic philosopher (c.570–c.478 BC),-0560-00-00T00:00:00Z,-0478-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Xenophanes
Q28959,Han Fei,"Chinese Legalist, 280–233 BCE",-0279-00-00T00:00:00Z,-0232-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Han_Fei
Q196546,Syed Ahmed Khan,Indian Muslim reformer and social activist (1817–1898),+1817-10-17T00:00:00Z,+1898-03-27T00:00:00Z,https://en.wikipedia.org/wiki/Syed_Ahmad_Khan
Q9546,Al-Ghazali,Persian Sunni Muslim scholar and mystic (c.1058–1111),+1058-01-01T00:00:00Z,+1111-12-19T00:00:00Z,https://en.wikipedia.org/wiki/Al-Ghazali
Q3825797,Lambertus de Monte,philosopher,+1430-01-01T00:00:00Z,+1499-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Lambertus_de_Monte
Q35900,Omar Khayyám,Persian mathematician and poet (1048–1131),+1048-05-18T00:00:00Z,+1131-12-04T00:00:00Z,https://en.wikipedia.org/wiki/Omar_Khayyam
Q11730,Otto Bauer,Austrian Social Democrat (1881-1938),+1881-09-05T00:00:00Z,+1938-07-04T00:00:00Z,https://en.wikipedia.org/wiki/Otto_Bauer
Q169234,Abu Bakr al-Razi,"Persian polymath, physician, chemist and philosopher (854-925)",+0866-00-00T00:00:00Z,+0925-10-15T00:00:00Z,https://en.wikipedia.org/wiki/Abu_Bakr_al-Razi
Q1282198,Ivan Ilyin,Russian political philosopher (1883–1954),+1883-03-28T00:00:00Z,+1954-12-21T00:00:00Z,https://en.wikipedia.org/wiki/Ivan_Ilyin
Q358561,Reinhold Niebuhr,American Protestant theologian (1892–1971),+1892-06-21T00:00:00Z,+1971-06-01T00:00:00Z,https://en.wikipedia.org/wiki/Reinhold_Niebuhr
Q57280,Johann Joachim Winckelmann,"German art historian and archaeologist, and conservator of the Vatican Library",+1717-12-09T00:00:00Z,+1768-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Johann_Joachim_Winckelmann
Q259507,bell hooks,"American author, feminist, and social activist",+1952-09-25T00:00:00Z,+2021-12-15T00:00:00Z,https://en.wikipedia.org/wiki/Bell_hooks
Q182905,Georgi Plekhanov,Russian philosopher (1856–1918),+1856-11-29T00:00:00Z,+1918-05-30T00:00:00Z,https://en.wikipedia.org/wiki/Georgi_Plekhanov
Q131149,Henry David Thoreau,"American essayist, poet, and philosopher (1817–1862)",+1817-07-12T00:00:00Z,+1862-05-06T00:00:00Z,https://en.wikipedia.org/wiki/Henry_David_Thoreau
Q28918,Luce Irigaray,"Belgian-born French feminist, philosopher, linguist, psycholinguist, psychoanalyst and cultural theorist",+1930-05-03T00:00:00Z,,https://en.wikipedia.org/wiki/Luce_Irigaray
Q473773,David Low,British (Australasian) cartoonist (1891-1963),+1891-04-07T00:00:00Z,+1963-09-19T00:00:00Z,https://en.wikipedia.org/wiki/David_Low_(cartoonist)
Q41568,Michel de Montaigne,"French author, philosopher, and statesman (1533–1592)",+1533-02-28T00:00:00Z,+1592-09-12T00:00:00Z,https://en.wikipedia.org/wiki/Michel_de_Montaigne
Q215506,Jerry Seinfeld,American comedian and actor,+1954-04-29T00:00:00Z,,https://en.wikipedia.org/wiki/Jerry_Seinfeld
Q5424032,F. S. C. Northrop,American philosopher (1893-1992),+1893-11-27T00:00:00Z,+1992-07-21T00:00:00Z,https://en.wikipedia.org/wiki/F._S._C._Northrop
Q138850,Gershom Scholem,German-born Israeli philosopher and historian (1897–1982),+1897-12-05T00:00:00Z,+1982-02-21T00:00:00Z,https://en.wikipedia.org/wiki/Gershom_Scholem
Q76420,Georg Cantor,"German mathematician, inventor of set theory (1845–1918)",+1845-02-19T00:00:00Z,+1918-01-06T00:00:00Z,https://en.wikipedia.org/wiki/Georg_Cantor
Q123089,Benjamin Constant,"Swiss-born French politician, writer on politics and religion (1767-1830)",+1767-10-25T00:00:00Z,+1830-12-08T00:00:00Z,https://en.wikipedia.org/wiki/Benjamin_Constant
Q379836,Liang Chi-chao,"Chinese politician, activist and journalist (1873–1929)",+1873-02-23T00:00:00Z,+1929-01-19T00:00:00Z,https://en.wikipedia.org/wiki/Liang_Qichao
Q11919453,Epiphanius of Petra,ancient Greek rhetorician,,,https://en.wikipedia.org/wiki/Epiphanius_of_Petra
Q76512,Franz Xaver von Baader,German philosopher and theologian (1765-1841),+1765-03-27T00:00:00Z,+1841-05-23T00:00:00Z,https://en.wikipedia.org/wiki/Franz_Xaver_von_Baader
Q529858,Giovanni Papini,Italian writer,+1881-01-09T00:00:00Z,+1956-07-08T00:00:00Z,https://en.wikipedia.org/wiki/Giovanni_Papini
Q1394,Vladimir Lenin,"Russian politician, communist theorist and the founder of the Soviet Union",+1870-04-10T00:00:00Z,+1924-01-21T00:00:00Z,https://en.wikipedia.org/wiki/Vladimir_Lenin
Q60887,Jeremy Bentham,"British philosopher, jurist, and social reformer (1748–1832)",+1749-02-15T00:00:00Z,+1832-06-06T00:00:00Z,https://en.wikipedia.org/wiki/Jeremy_Bentham
Q2010955,Mulla Sadra,Iranian Sufi and Shia Muslim Theologian,+1571-00-00T00:00:00Z,+1641-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Mulla_Sadra
Q193660,Ramon Llull,Majorcan writer and philosopher,+1232-00-00T00:00:00Z,+1316-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Ramon_Llull
Q159876,Julia Kristeva,"Bulgarian philosopher, psychoanalyst & academic",+1941-06-24T00:00:00Z,,https://en.wikipedia.org/wiki/Julia_Kristeva
Q381710,Symeon the New Theologian,"Christian saint, monk, and theologian",+0949-01-01T00:00:00Z,+1022-03-12T00:00:00Z,https://en.wikipedia.org/wiki/Symeon_the_New_Theologian
Q169243,Protagoras,Pre-Socratic Greek philosopher (c.490–c.420 BC),-0486-00-00T00:00:00Z,-0420-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Protagoras
Q243757,A. J. Ayer,English philosopher,+1910-10-29T00:00:00Z,+1989-06-27T00:00:00Z,https://en.wikipedia.org/wiki/A._J._Ayer
Q2054,Seneca,"Roman Stoic philosopher, statesman and dramatist (c. 4 BCE–65 CE)",-0004-00-00T00:00:00Z,+0065-04-12T00:00:00Z,https://en.wikipedia.org/wiki/Seneca_the_Younger
Q1290,Blaise Pascal,"French mathematician, physicist, inventor, writer, and Christian philosopher (1623–1662)",+1623-06-19T00:00:00Z,+1662-08-19T00:00:00Z,https://en.wikipedia.org/wiki/Blaise_Pascal
Q5683,Geoffrey Chaucer,14th century English poet and author,+1343-00-00T00:00:00Z,+1400-10-25T00:00:00Z,https://en.wikipedia.org/wiki/Geoffrey_Chaucer
Q5816,Mao Zedong,Chairman of the Chinese Communist Party & founding father of the People's Republic of China (1893–1976),+1893-12-26T00:00:00Z,+1976-09-09T00:00:00Z,https://en.wikipedia.org/wiki/Mao_Zedong
Q76857,Franz Boas,German-American anthropologist,+1858-07-09T00:00:00Z,+1942-12-21T00:00:00Z,https://en.wikipedia.org/wiki/Franz_Boas
Q550629,Lyndon LaRouche,American political activist (1922-2019),+1922-09-08T00:00:00Z,+2019-02-12T00:00:00Z,https://en.wikipedia.org/wiki/Lyndon_LaRouche
Q5752,Peter Kropotkin,Russian revolutionary socialist and philosopher (1842–1921),+1842-11-27T00:00:00Z,+1921-02-08T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Kropotkin
Q2066255,Fazlur Rahman Malik,Pakistani philosopher,+1919-09-21T00:00:00Z,+1988-07-26T00:00:00Z,https://en.wikipedia.org/wiki/Fazlur_Rahman_Malik
Q290536,Ram Dass,American contemporary spiritual teacher and the author of the 1971 book Be Here Now,+1931-04-06T00:00:00Z,+2019-12-22T00:00:00Z,https://en.wikipedia.org/wiki/Ram_Dass
Q140694,Alexis de Tocqueville,French political thinker and historian (1805-1859),+1805-07-29T00:00:00Z,+1859-04-16T00:00:00Z,https://en.wikipedia.org/wiki/Alexis_de_Tocqueville
Q486945,Sotion,ancient Greek philosopher,-0100-01-01T00:00:00Z,+0100-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Sotion_(Pythagorean)
Q231690,Bhimrao Ramji Ambedkar,"Indian polymath, philosopher, and social reformer (1891–1956)",+1891-04-14T00:00:00Z,+1956-12-06T00:00:00Z,https://en.wikipedia.org/wiki/B._R._Ambedkar
Q43689,Ambrose,Roman theologian and Bishop of Milan (c. 340–397),+0339-00-00T00:00:00Z,+0397-04-04T00:00:00Z,https://en.wikipedia.org/wiki/Ambrose
Q188411,Bernard of Clairvaux,"Burgundian saint, abbot and theologian (1090-1153)",+1090-01-01T00:00:00Z,+1153-08-20T00:00:00Z,https://en.wikipedia.org/wiki/Bernard_of_Clairvaux
Q762,Leonardo da Vinci,Italian Renaissance polymath (1452−1519),+1452-04-15T00:00:00Z,+1519-05-02T00:00:00Z,https://en.wikipedia.org/wiki/Leonardo_da_Vinci
Q61078,Walter Benjamin,"German literary critic, philosopher and social critic (1892–1940)",+1892-07-15T00:00:00Z,+1940-09-26T00:00:00Z,https://en.wikipedia.org/wiki/Walter_Benjamin
Q6353,Gerardus Mercator,"Flemish geographer, cosmographer and cartographer (1512–1594)",+1512-03-05T00:00:00Z,+1594-12-02T00:00:00Z,https://en.wikipedia.org/wiki/Gerardus_Mercator
Q9049,Noam Chomsky,American linguist and activist (born 1928),+1928-12-07T00:00:00Z,,https://en.wikipedia.org/wiki/Noam_Chomsky
Q314215,Robert Anton Wilson,"American author, futurist, and agnostic mystic",+1932-01-18T00:00:00Z,+2007-01-11T00:00:00Z,https://en.wikipedia.org/wiki/Robert_Anton_Wilson
Q5715809,Henric Sanielevici,"Romanian journalist and literary critic, also remembered for his work in anthropology, ethnography, sociology and zoology (1875-1951)",+1875-09-21T00:00:00Z,+1951-02-19T00:00:00Z,https://en.wikipedia.org/wiki/Henric_Sanielevici
Q191734,Gregory of Nyssa,bishop of Nyssa,+0335-00-00T00:00:00Z,+0395-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Gregory_of_Nyssa
Q76586,Karl Kautsky,"Czech-Austrian philosopher, journalist, and Marxist theoretician (1854-1938)",+1854-10-16T00:00:00Z,+1938-10-17T00:00:00Z,https://en.wikipedia.org/wiki/Karl_Kautsky
Q188903,Mencius,Chinese Confucian philosopher (372–289 BC),-0372-00-00T00:00:00Z,-0289-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Mencius
Q81447,Aldous Huxley,English writer and philosopher (1894–1963),+1894-07-26T00:00:00Z,+1963-11-22T00:00:00Z,https://en.wikipedia.org/wiki/Aldous_Huxley
Q7347121,Robert M. French,cognitive scientist,+1951-01-01T00:00:00Z,,https://en.wikipedia.org/wiki/Robert_M._French
Q14946680,Alasdair Cochrane,"British political theorist, ethicist, activist, author",+1978-03-31T00:00:00Z,,https://en.wikipedia.org/wiki/Alasdair_Cochrane
Q104461,Heinrich Scholz,German theologian (1884-1956),+1884-12-17T00:00:00Z,+1956-12-30T00:00:00Z,https://en.wikipedia.org/wiki/Heinrich_Scholz
Q5524998,Gary Drescher,American artificial intelligence scientist,,,https://en.wikipedia.org/wiki/Gary_Drescher
Q41532,Carl Jung,Swiss psychiatrist and psychotherapist (1875–1961),+1875-07-26T00:00:00Z,+1961-06-06T00:00:00Z,https://en.wikipedia.org/wiki/Carl_Jung
Q8005287,William Bechtel,American philosopher,+1951-00-00T00:00:00Z,,https://en.wikipedia.org/wiki/William_Bechtel
Q37160,David Hume,"Scottish philosopher, economist, and historian",+1711-04-26T00:00:00Z,+1776-08-25T00:00:00Z,https://en.wikipedia.org/wiki/David_Hume
Q535769,Metrodorus of Chios,4th-century BC Greek philosopher,-0500-01-01T00:00:00Z,-0400-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Metrodorus_of_Chios
Q44272,Michel Foucault,French philosopher,+1926-10-15T00:00:00Z,+1984-06-25T00:00:00Z,https://en.wikipedia.org/wiki/Michel_Foucault
Q3312283,John Finnis,Australian legal scholar and philosopher,+1940-07-28T00:00:00Z,,https://en.wikipedia.org/wiki/John_Finnis
Q456963,Candrakīrti,Indian philosopher,+0600-01-01T00:00:00Z,+0650-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Chandrakirti
Q316045,Georg Brandes,Danish literature critic and scholar,+1842-02-04T00:00:00Z,+1927-02-19T00:00:00Z,https://en.wikipedia.org/wiki/Georg_Brandes
Q3498726,Harold Arthur Prichard,British philosopher,+1871-01-01T00:00:00Z,+1947-01-01T00:00:00Z,https://en.wikipedia.org/wiki/H._A._Prichard
Q3838517,Luciano Anceschi,Italian literary critic and essayist,+1911-02-20T00:00:00Z,+1995-05-02T00:00:00Z,https://en.wikipedia.org/wiki/Luciano_Anceschi
Q58586,Edmund Husserl,"German philosopher, known as the father of phenomenology (*1859 – †1938)",+1859-04-08T00:00:00Z,+1938-04-27T00:00:00Z,https://en.wikipedia.org/wiki/Edmund_Husserl
Q3635215,Indra Sen,Indian psychologist,+1903-05-13T00:00:00Z,+1994-03-14T00:00:00Z,https://en.wikipedia.org/wiki/Indra_Sen
Q19008,Arthur Balfour,"British Prime Minister, Conservative politician, and statesman (1848-1930)",+1848-07-25T00:00:00Z,+1930-03-19T00:00:00Z,https://en.wikipedia.org/wiki/Arthur_Balfour
Q2275364,Severus Sebokht,Assyrian bishop,+0575-01-01T00:00:00Z,+0667-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Severus_Sebokht
Q84296,Ludwig Boltzmann,Austrian physicist and philosopher (1844–1906),+1844-02-20T00:00:00Z,+1906-09-05T00:00:00Z,https://en.wikipedia.org/wiki/Ludwig_Boltzmann
Q184366,Thomas Henry Huxley,British biologist and comparative anatomist (1825–1895),+1825-05-04T00:00:00Z,+1895-06-29T00:00:00Z,https://en.wikipedia.org/wiki/Thomas_Henry_Huxley
Q59180,Diogenes of Sinope,4th-century BC Greek Cynic philosopher,-0412-00-00T00:00:00Z,-0323-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Diogenes
Q1963396,Najm al-Din Razi,Persian poet and philosopher,+1177-00-00T00:00:00Z,+1256-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Najm_al-Din_Razi
Q84412,Wilhelm Reich,Austro-Hungarian-born Austrian-American psychoanalyst (1897-1957),+1897-03-24T00:00:00Z,+1957-11-03T00:00:00Z,https://en.wikipedia.org/wiki/Wilhelm_Reich
Q327630,Wesley C. Salmon,American philosopher,+1925-01-01T00:00:00Z,+2001-04-22T00:00:00Z,https://en.wikipedia.org/wiki/Wesley_C._Salmon
Q61151,Eduard Spranger,German psychologist (1882-1963),+1882-06-27T00:00:00Z,+1963-09-17T00:00:00Z,https://en.wikipedia.org/wiki/Eduard_Spranger
Q555693,Timofey Granovsky,Russian historian (1813-1855),+1813-03-09T00:00:00Z,+1855-10-04T00:00:00Z,https://en.wikipedia.org/wiki/Timofey_Granovsky
Q3557581,Victor Skumin,"Russian scientist, writer, philosopher",+1948-08-30T00:00:00Z,,https://en.wikipedia.org/wiki/Victor_Skumin
Q471041,Seyyed Hossein Nasr,Iranian philosopher (born 1933),+1933-04-07T00:00:00Z,,https://en.wikipedia.org/wiki/Seyyed_Hossein_Nasr
Q354867,Alan Watts,English writer and lecturer (1915–1973),+1915-01-06T00:00:00Z,+1973-11-16T00:00:00Z,https://en.wikipedia.org/wiki/Alan_Watts
Q38082,Lewis Carroll,"English writer, logician, Anglican deacon and photographer (1832-1898)",+1832-01-27T00:00:00Z,+1898-01-14T00:00:00Z,https://en.wikipedia.org/wiki/Lewis_Carroll
Q935,Isaac Newton,English mathematician and physicist (1642–1727),+1642-12-25T00:00:00Z,+1727-03-31T00:00:00Z,https://en.wikipedia.org/wiki/Isaac_Newton
Q355237,Bruno Latour,"French sociologist, philosopher and anthropologist",+1947-06-22T00:00:00Z,+2022-10-09T00:00:00Z,https://en.wikipedia.org/wiki/Bruno_Latour
Q311485,Pherecydes of Syros,6th-century BCE Greek mythographer and proto-philosopher,-0580-00-00T00:00:00Z,-0520-00-00T00:00:00Z,https://en.wikipedia.org/wiki/Pherecydes_of_Syros
Q170472,Origen,"3rd-century Christian scholar, ascetic and theologian from Alexandria",+0185-01-01T00:00:00Z,+0254-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Origen
Q57188,Ernst Cassirer,German philosopher,+1874-05-28T00:00:00Z,+1945-04-13T00:00:00Z,https://en.wikipedia.org/wiki/Ernst_Cassirer
Q558275,Aryadeva,3rd century Sri Lankan philosopher and writer,+0200-01-01T00:00:00Z,+0250-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Aryadeva
